algorithm,target,hidden_dim,dropout,learning_rate,weight_decay,epochs,outer_folds,inner_folds,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,mae_ordinal,qwk,accuracy_pm1,errores_graves,accuracy_std,balanced_accuracy_std,precision_macro_std,recall_macro_std,f1_macro_std,mae_ordinal_std,qwk_std,accuracy_pm1_std,errores_graves_std
Softmax,GDS_R3,32,0.15,0.001,0.0001,20,5,3,0.9097533632286996,0.7706945468245778,0.8565348647737154,0.7706945468245778,0.8041156992439664,0.09024663677130045,0.6098012351519302,1.0,0.0,0.019796150711584175,0.03708563362062242,0.049659876872965074,0.03708563362062242,0.040632523381782276,0.019796150711584196,0.081021110575407,0.0,0.0
Softmax,GDS_R1,32,0.15,0.001,0.0001,20,5,3,0.8918882126841767,0.49715770908753365,0.5165608954390374,0.49715770908753365,0.5048017719415021,0.10900464445868034,0.6152957347072334,0.9991071428571429,0.0008928571428571428,0.03027297344175687,0.041485998585721794,0.049047885663269446,0.041485998585721794,0.044257859002276155,0.030297053719195156,0.09422250901694011,0.0017857142857142794,0.0017857142857142857
Softmax,GDS_R4,32,0.15,0.001,0.0001,20,5,3,0.8346692825112108,0.5123810198395834,0.5589889209433349,0.5123810198395834,0.5211161021647134,0.16533071748878925,0.2910371661772627,1.0,0.0,0.008076295615247834,0.02929036531078755,0.03500748954890486,0.02929036531078755,0.02747594631400378,0.008076295615247827,0.044343489456029866,0.0,0.0
Softmax,GDS_R5,32,0.15,0.001,0.0001,20,5,3,0.776597533632287,0.513517211916213,0.5194384763005377,0.513517211916213,0.5075739047404952,0.223402466367713,0.4351319831273869,1.0,0.0,0.012106524329930056,0.017424207563348722,0.023178451636863686,0.017424207563348722,0.018483451569546953,0.012106524329930073,0.031681564273526364,0.0,0.0
Softmax,GDS_R2,32,0.15,0.001,0.0001,20,5,3,0.7246997117232543,0.6349188641022442,0.6819564836743076,0.6349188641022442,0.649228026439354,0.29497117232543235,0.6857762214463566,0.9803291159513133,0.019670884048686738,0.03617470757538186,0.04154771563486026,0.04028372363775127,0.04154771563486026,0.03884552420735213,0.04309249858637323,0.059382014567737056,0.007298531533656925,0.007298531533656925
Softmax,GDS,32,0.15,0.001,0.0001,20,2,2,0.5406305903398927,0.22400440325272541,0.2138219591542323,0.22400440325272541,0.20463804127531193,0.5353389343214925,0.534020219744501,0.9356551878354205,0.0643448121645796,0.03436940966010732,0.021432193459039087,0.0047032246251887955,0.021432193459039087,0.018885631537151143,0.04426750575006391,0.06977983637447122,0.0018448121645796012,0.0018448121645796081
