algorithm,target,hidden_dim,dropout,learning_rate,weight_decay,epochs,outer_folds,inner_folds,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,mae_ordinal,qwk,accuracy_pm1,errores_graves,accuracy_std,balanced_accuracy_std,precision_macro_std,recall_macro_std,f1_macro_std,mae_ordinal_std,qwk_std,accuracy_pm1_std,errores_graves_std
Softmax,GDS_R2,32,0.15,0.001,0.0001,2,5,3,0.5915919282511211,0.3568572061592999,0.3128038938229546,0.3568572061592999,0.2823930532263231,0.5308576233183857,0.114156327016483,0.8775504484304932,0.12244955156950672,0.019011114171457056,0.039540365709997395,0.12509100677810667,0.039540365709997395,0.058651402834061,0.06687500104394734,0.17634496898001842,0.04793805845475185,0.04793805845475185
